SITE_NO,SITE_NAME,BUSINESS_NO,BUSINESS_NAME,YEAR,WEEK_NO,WEEK_BEGINNING,WEEKLY_AVERAGE_AF,REASON_FOR_NO_COUNT,SG_ACTION,MITIGATION,ADDITIONAL_MITIGATION,ADDITIONAL_INFORMATION
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0804,Kishorn B (North),FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,1.71,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2022,38,2022-09-19,0,,,,,
FS0946,North Voe,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.44,,,,,
FS0767,Tarbert South,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.24,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.3,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2022,38,2022-09-19,,Broodstock population visually inspected,,,,
FS0933,Clashnessie Bay,FB0398,Loch Duart Ltd,2022,38,2022-09-19,0,,,,,
FS1261,Hellisay,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,1.05,,,,,
FS1260,Sound of Harris,FB0398,Loch Duart Ltd,2022,38,2022-09-19,0.02,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.74,,,,,
FS0914,Lismore West,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.01,,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,,Veterinary advice,,,,
FS1076,Setterness North (Bomlo),FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.37,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,,Site fallow,,,,
FS1256,Plocrapol,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,1.06,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2022,38,2022-09-19,3.16,,,Bath,,Plankton bloom in loch affecting ability to perform treatments now clearing. Wellboats booked to perform treatments across all pens.
FS1062,Ardifuir,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.93,,,,,
FS0894,Rubha Stillaig,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.34,,,,,
FS1233,Eughlam,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Weather,,,,
FS1027,Linga (Setterness),FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.11,,,,,
FS1053,Hogan,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0,,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,1.73,,,,,
FS1209,Ouseness,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.5,,,,,
FS0764,Olna South,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Site recently stocked,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS0423,Lamlash,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.01,,,,,
FS0408,Poseidon,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Veterinary advice,,,,
FS0407,Wick of Vatsetter,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Site fallow,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2022,38,2022-09-19,0,,,,,
FS0515,North Papa,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.03,,,,,
FS0502,Scotasay,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.96,,,,,
FS0489,Cole Deep,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Site recently stocked,,,,
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.1,,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Veterinary advice,,,,
FS0451,Turness,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Broodstock population visually inspected,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.02,,,,,
FS0519,Maol Ban,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,,Veterinary advice,,,,
FS0433,Langa Isle (East),FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.03,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,1.73,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.02,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.43,,,,,
FS0242,Gravir,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0,,,,,
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.02,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,1.92,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.03,,,,,
FS0361,Sian Bay,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.01,,,,,
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.28,,,,,
FS0336,Druimyeon Bay,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0,,,,,
FS0316,Setter Voe,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.03,,,,,
FS0299,Dunstaffnage,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.03,,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2022,38,2022-09-19,0.36,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0.18,,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Veterinary advice,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,2.89,,,Cleanerfish,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.05,,,,,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS0091,Meall Mhor Loch Fyne,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.24,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2022,38,2022-09-19,0,,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.09,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2022,38,2022-09-19,0.03,,,,,
FS0594,Aird,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.03,,,,,
FS0590,Glenan Bay,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.28,,,,,
FS0567,Furnace,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0.42,,,,,
FS0559,Ardyne,FB0169,Bakkafrost Scotland,2022,38,2022-09-19,0,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS0663,Kerrera B,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,0.01,,,,,
FS0656,Djubawick,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,1.3,,,,,
FS0646,Soay,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,,Site recently stocked,,,,
FS0629,Poll Na Gille,FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2022,38,2022-09-19,1,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2022,38,2022-09-19,,Withdrawal period prior to harvesting,,,,
FS0605,Creag an T'Sagairt (Loch Hourn),FB0119,Mowi Scotland Ltd,2022,38,2022-09-19,0.45,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2022,38,2022-09-19,0,,,,,
FS0597,Meil Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS1340,Mill Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.67,,,,,
FS1290,Shuna SW (Rubh'an Trilleachain),FB0134,Kames Fish Farming Ltd,2022,37,2022-09-12,0,,,,,
FS1338,Scalpay,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.03,,,,,
FS1288,Etive 6,FB0456,Dawnfresh Farming Ltd,2022,37,2022-09-12,5.13,,,Harvesting,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0,,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1282,Greanamul,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.03,,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2022,37,2022-09-12,0.48,,,,,
FS1331,Lober Rock (SMH),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.83,,,,,
FS1279,Bastaness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1330,Sconser Quarry,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Site fallow,,,,
FS1315,Maaey,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.09,,,,,
FS1275,Flaeshins,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.46,,,,,
FS1312,Skelwick Skerry,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.2,,,,,
FS1274,Kishorn West,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0,,,,,
FS1267,Gometra,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,,Site recently stocked,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1262,Sgeir Dughall,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.32,,,,,
FS1354,Shuna Point,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.04,,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.03,,,,,
FS1304,Maragay Mor,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.08,,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Site recently stocked,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1294,Wyre,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.43,,,,,
FS1341,An Camus,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS0865,Marulaig Bay,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.03,,,,,
FS0749,Holms Geo,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.08,,,,,
FS1020,Bay of Vady,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.87,,,,,
FS1019,Strondoir Bay,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.14,,,,,
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.1,,,,,
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,1.33,,,,,
FS0710,Sandwick,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,1.25,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2022,37,2022-09-12,0.76,,,,,
FS0851,Ardgaddan,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.07,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,2.56,,,,,Physical delicing scheduled for wk 38
FS0709,Kishorn A (South),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.05,,,,,
FS0850,Lippie Geo,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.05,,,,,
FS0698,Quarry Point,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.34,,,,,
FS1010,East Tarbert Bay,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0,,,,,
FS0839,Geasgill,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,,Site recently stocked,,,,
FS0823,Noust Geo,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.13,,,,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2022,37,2022-09-12,3.54,,,Bath,,Treatments ongoing.
FS0818,Ardcastle,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.2,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2022,37,2022-09-12,2.16,,,Bath,,Treatments ongoing.
FS1093,Teisti Geo,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.03,,,,,
FS0683,Gob a Bharra,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.19,,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Weather,,,,
FS0948,Score Holms,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.03,,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0804,Kishorn B (North),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,1.31,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2022,37,2022-09-12,0,,,,,
FS0946,North Voe,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.53,,,,,
FS0767,Tarbert South,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.25,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.24,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2022,37,2022-09-12,,Broodstock population visually inspected,,,,
FS0933,Clashnessie Bay,FB0398,Loch Duart Ltd,2022,37,2022-09-12,0.01,,,,,
FS1261,Hellisay,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.65,,,,,
FS1260,Sound of Harris,FB0398,Loch Duart Ltd,2022,37,2022-09-12,0.01,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.79,,,,,
FS0914,Lismore West,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.13,,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS1076,Setterness North (Bomlo),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1256,Plocrapol,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.65,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2022,37,2022-09-12,1.87,,,,,
FS1062,Ardifuir,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,1.18,,,,,
FS0894,Rubha Stillaig,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.39,,,,,
FS1233,Eughlam,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.64,,,,,
FS1027,Linga (Setterness),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.13,,,,,
FS1053,Hogan,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Site recently stocked,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,1.88,,,,,
FS1209,Ouseness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.42,,,,,
FS0764,Olna South,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Site recently stocked,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS0423,Lamlash,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0,,,,,
FS0408,Poseidon,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,2.37,,,Harvesting,,
FS0407,Wick of Vatsetter,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2022,37,2022-09-12,0,,,,,
FS0515,North Papa,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.08,,,,,
FS0502,Scotasay,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.48,,,,,
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,3.04,,,Harvesting,Physical,Hydrolicer
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.63,,,,,
FS0451,Turness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Broodstock population visually inspected,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.02,,,,,
FS0519,Maol Ban,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0433,Langa Isle (East),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.85,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.02,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.68,,,,,
FS0242,Gravir,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0,,,,,
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.43,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.03,,,,,
FS0361,Sian Bay,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0,,,,,
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.28,,,,,
FS0336,Druimyeon Bay,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0,,,,,
FS0316,Setter Voe,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.02,,,,,
FS0299,Dunstaffnage,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0,,,,,
FS0253,Loch Spelve (B),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Site fallow,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.03,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2022,37,2022-09-12,0.36,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Weather,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0.28,,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.99,,,,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Withdrawal period prior to harvesting,,,,
FS0091,Meall Mhor Loch Fyne,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.28,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2022,37,2022-09-12,0,,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.08,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0.15,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2022,37,2022-09-12,0,,,,,
FS0594,Aird,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.31,,,,,
FS0590,Glenan Bay,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.29,,,,,
FS0567,Furnace,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0.38,,,,,
FS0559,Ardyne,FB0169,Bakkafrost Scotland,2022,37,2022-09-12,0,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.2,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,,Veterinary advice,,,,
FS0663,Kerrera B,FB0125,Scottish Sea Farms Ltd,2022,37,2022-09-12,0.03,,,,,
FS0656,Djubawick,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,1.47,,,,,
FS0646,Soay,FB0119,Mowi Scotland Ltd,2022,37,2022-09-12,0,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2022,37,2022-09-12,,Site recently stocked,,,,
