SITE_NO,SITE_NAME,BUSINESS_NO,BUSINESS_NAME,YEAR,WEEK_NO,WEEK_BEGINNING,WEEKLY_AVERAGE_AF,REASON_FOR_NO_COUNT,SG_ACTION,MITIGATION,ADDITIONAL_MITIGATION,ADDITIONAL_INFORMATION
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2022,2,2022-01-10,0.14,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,,Site fallow,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Withdrawal period prior to harvesting,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2022,2,2022-01-10,0.01,,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.18,,,,,
FS1296,Colonsay,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.14,,,,,
FS1294,Wyre,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.04,,,,,
FS1343,Culnacnoc Salmon Farm,FB0579,Organic Sea Harvest Ltd,2022,2,2022-01-10,0.23,,,,,
FS1293,Scadabay,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS1342,West Strome,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,1.58,,,,,
FS1341,An Camus,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,,Site recently stocked,,,,
FS1291,Caolas A Deas,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.33,,,,,
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Veterinary advice,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,3.03,,,Physical,,Hydrolicer
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,1.5,,,,,
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0,,,,,
FS0717,Balta Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.12,,,,,
FS1019,Strondoir Bay,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.01,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2022,2,2022-01-10,3.92,,,,,Mechanical delicing system being sought for hire
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.85,,,,,
FS1018,Slocka Ronas Voe,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.34,,,,,
FS0851,Ardgaddan,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.04,,,,,
FS0708,Portree,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,1.11,,,,,
FS1017,Fara West,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS0839,Geasgill,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.58,,,,,
FS1116,Lee of Burrafirth,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2022,2,2022-01-10,0.19,,,,,
FS0698,Quarry Point,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS0999,Collafirth 3,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Weather,,,,
FS0823,Noust Geo,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.02,,,,,
FS1103,Vuia Mor,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,,Weather,,,,
FS0696,Fiunary,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0,,,,,
FS0993,Chalmers Hope,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,1.92,,,,,
FS0818,Ardcastle,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.01,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.49,,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2022,2,2022-01-10,0.32,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Veterinary advice,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,3.12,,,Harvesting,Physical,Hydrolicer
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,0.62,,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.38,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,1.73,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2022,2,2022-01-10,,Weather,,,,
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.3,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2022,2,2022-01-10,,Broodstock population visually inspected,,,,
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.51,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,3.16,,,Physical,,Hydrolicer
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.01,,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.9,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2022,2,2022-01-10,0.1,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,2.8,,,Physical,Bath,"Thermolicer, followed by freshwater treatments"
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,2.29,,,Harvesting,Physical,Thermolicer
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Weather,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,1.79,,,,,
FS1056,Strone,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.02,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.4,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Veterinary advice,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.75,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.91,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,1.22,,,,,
FS0865,Marulaig Bay,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Withdrawal period prior to harvesting,,,,
FS0423,Lamlash,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,,Site recently stocked,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.28,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Weather,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2022,2,2022-01-10,,Weather,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,,Weather,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,4.51,,,Harvesting,,Freshwater and hydrolicer treatments in week 3.
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.5,,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2022,2,2022-01-10,1.66,,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2022,2,2022-01-10,,Withdrawal period prior to harvesting,,,,
FS0433,Langa Isle (East),FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Site recently stocked,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,,Withdrawal period prior to harvesting,,,,
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.03,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,5.05,,,,,FW treatment planned week 3/4 subject to weather
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.15,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.5,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,3.07,,,Physical,,Hydrolicer
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.15,,,,,
FS0316,Setter Voe,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,,Site recently stocked,,,,
FS0292,Bight of Foraness,FB0440,Grieg Seafood Shetland Ltd,2022,2,2022-01-10,2.43,,,Physical,,Thermolicer weeks 2/3.
FS0271,Kames Bay (west),FB0134,Kames Fish Farming Ltd,2022,2,2022-01-10,1.67,,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.14,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.92,,,,,
FS0057,Corry Farm,FB0447,Wester Ross Fisheries Ltd,2022,2,2022-01-10,,Weather,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2022,2,2022-01-10,,Weather,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.36,,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.16,,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.11,,,,,
FS0015,Loch Greshornish,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.19,,,,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0212,Invasion Bay,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,2.98,,,Cleanerfish,Harvesting,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.38,,,,,
FS0183,South Sound,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,,Veterinary advice,,,,
FS0091,Meall Mhor Loch Fyne,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2022,2,2022-01-10,1.93,,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0068,Calva Bay (Calbha Beag),FB0398,Loch Duart Ltd,2022,2,2022-01-10,3.36,,,,,Salmosan treatments to begin as soon as weather allows
FS0067,Badcall Bay,FB0398,Loch Duart Ltd,2022,2,2022-01-10,1.87,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2022,2,2022-01-10,0.01,,,,,
FS0594,Aird,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS0590,Glenan Bay,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0,,,,,
FS0559,Ardyne,FB0169,The Scottish Salmon Company,2022,2,2022-01-10,0.25,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0.01,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0,,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0,,,,,
FS0656,Djubawick,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Site recently stocked,,,,
FS0645,Kirk Noust,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,0.88,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2022,2,2022-01-10,,Weather,,,,
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2022,2,2022-01-10,0.21,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,0,,,,,
FS0608,Vidlin North,FB0125,Scottish Sea Farms Ltd,2022,2,2022-01-10,1.57,,,,,
FS0599,MacLean's Nose,FB0119,Mowi Scotland Ltd,2022,2,2022-01-10,0.02,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS1288,Etive 6,FB0456,Dawnfresh Farming Ltd,2022,1,2022-01-03,0.15,,,,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Veterinary advice,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS1281,Sgian Dubh,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.01,,,,,
FS1334,Grey Horse Channel Outer,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,3.11,,,,,
FS1331,Lober Rock (SMH),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0,,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2022,1,2022-01-03,0.02,,,,,
FS1278,East of Papa Little,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS1277,Reibinish,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,1.53,,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,1.74,,,Bath,,Freshwater treatments
FS1312,Skelwick Skerry,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.12,,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2022,1,2022-01-03,0.17,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.16,,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2022,1,2022-01-03,0.04,,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Weather,,,,
FS1296,Colonsay,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Weather,,,,
FS1294,Wyre,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Weather,,,,
FS1343,Culnacnoc Salmon Farm,FB0579,Organic Sea Harvest Ltd,2022,1,2022-01-03,,Weather,,,,
FS1293,Scadabay,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.05,,,,,
FS1342,West Strome,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.9,,,,,
FS1341,An Camus,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Site recently stocked,,,,
FS1291,Caolas A Deas,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,1.13,,,,,
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Weather,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,2.6,,,Physical,,Hydrolicer
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,1.65,,,,,
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.02,,,,,
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,2.21,,,Bath,,Freshwater treatments
FS0717,Balta Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.02,,,,,
FS1019,Strondoir Bay,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2022,1,2022-01-03,1.97,,,,,
FS1018,Slocka Ronas Voe,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Veterinary advice,,,,
FS0851,Ardgaddan,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Veterinary advice,,,,
FS0708,Portree,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,1.18,,,,,
FS1017,Fara West,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.5,,,,,
FS0839,Geasgill,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.52,,,,,
FS1116,Lee of Burrafirth,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,1.5,,,,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2022,1,2022-01-03,0.19,,,,,
FS0698,Quarry Point,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS0999,Collafirth 3,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,1.5,,,,,
FS0823,Noust Geo,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.05,,,,,
FS1103,Vuia Mor,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,1.48,,,,,
FS0696,Fiunary,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.02,,,,,
FS0993,Chalmers Hope,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,2.6,,,Physical,,Hydrolicer
FS0818,Ardcastle,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.01,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Weather,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2022,1,2022-01-03,0.08,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.58,,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,3.5,,,Physical,,Hydrolicer
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,0.23,,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,1.42,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,3.34,,,Bath,,Freshwater treatments
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2022,1,2022-01-03,0,,,,,
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.52,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2022,1,2022-01-03,,Broodstock population visually inspected,,,,
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,1.36,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.58,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,7.4,,,Physical,,Hydrolicer weeks 1&2
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.01,,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.37,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2022,1,2022-01-03,0.48,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Weather,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,1.84,,,,,
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,1.96,,,,,
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,0.27,,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,0.25,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Veterinary advice,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,2.5,,,,,Hydrolicer week 3
FS1056,Strone,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.01,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,1.1,,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,1.02,,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,1.6,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.61,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,1.04,,,,,
FS0865,Marulaig Bay,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.47,,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.09,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,4.65,,,Physical,,Hydrolicer
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2022,1,2022-01-03,0,,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.96,,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,1.83,,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.37,,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2022,1,2022-01-03,1.3,,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2022,1,2022-01-03,1.6,,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,,Withdrawal period prior to harvesting,,,,
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.03,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,3,,,,,"Freshwater treatment planned, subject to weather"
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.06,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.47,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,2.18,,,Physical,,Hydrolicer
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.11,,,,,
FS0316,Setter Voe,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,,Site recently stocked,,,,
FS0292,Bight of Foraness,FB0440,Grieg Seafood Shetland Ltd,2022,1,2022-01-03,1.83,,,,,
FS0271,Kames Bay (west),FB0134,Kames Fish Farming Ltd,2022,1,2022-01-03,1.6,,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.06,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.59,,,,,
FS0057,Corry Farm,FB0447,Wester Ross Fisheries Ltd,2022,1,2022-01-03,0,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2022,1,2022-01-03,0.04,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.16,,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.12,,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.13,,,,,
FS0015,Loch Greshornish,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.09,,,,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0212,Invasion Bay,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,3.4,,,Cleanerfish,Harvesting,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.98,,,,,
FS0183,South Sound,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,,Veterinary advice,,,,
FS0091,Meall Mhor Loch Fyne,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2022,1,2022-01-03,0.1,,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0068,Calva Bay (Calbha Beag),FB0398,Loch Duart Ltd,2022,1,2022-01-03,3.09,,,,,Treatment discussion ongoing
FS0067,Badcall Bay,FB0398,Loch Duart Ltd,2022,1,2022-01-03,2.45,,,Harvesting,,Treatment discussion ongoing
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.01,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2022,1,2022-01-03,0.01,,,,,
FS0594,Aird,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
FS0590,Glenan Bay,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0,,,,,
